input_id,out_v1,out_v2,out_v3
H000798-W2OH1A,-44534,1493251,-44534
H000799-KS7ENR,4003480,1625235,4003480
H000800-W9UTAF,2574314,1824616,2574314
H000801-2LP403,8101689,6717022,8101689
H000802-SIX026,1016484,345923,1016484
H000803-GB4F1X,-367687,-222507,-367687
H000804-0L4MNO,11066495,6774570,11066495
H000805-VYOP1T,-265648,-70741,-265648
H000806-MLYKD3,2522741,1636867,2522741
H000807-6E4D4Z,154319,67480,154319
H000808-Z0AJIS,3952872,3694280,3952872
H000810-7FFHB7,669527,805898,669527
H000811-VS0REV,5967,657587,5967
H000813-OOXF2X,11618955,8480063,11618955
H000814-U4L1D7,-31305,-21432,-31305
H000815-E9XLNF,-305494,-257055,-305494
H000816-UYACXJ,741181,730666,741181
H000818-UKXKP2,538765,537331,538765
H000820-XW6O1G,3423426,566312,3423426
H000822-T509NM,3812451,5027708,3812451
H000823-L80GJW,5028818,-4963,5028818
H000824-C6XDKU,185830,1770614,185830
H000825-78SNK6,4059,1066151,4059
H000827-NHTNE5,5639893,0,5639893
H000829-XQWRBW,3719000,4485349,3719000
H000831-E5R7CN,5541889,2552019,5541889
H000833-2AC5HB,2601245,680100,2601245
H000834-OLKOJU,-9238,398093,-9238
H000835-S0V3M5,1944635,523721,1944635
H000836-BB8KDK,575115,-31198,575115
H000837-Y2VMTE,766,1604887,766
H000838-327J2U,6260773,4651286,6260773
H000839-6O563B,1634074,1170965,1634074
H000841-REA54A,2643241,6685032,2643241
H000842-VM4NOO,-302029,-108695,-302029
H000843-PT87JX,0,821432,0
H000845-ZLQQIY,797529,0,797529
H000847-JDC5II,42291,2397897,42291
H000848-37NVF2,6844764,1931721,6844764
H000849-5PI6BI,1176378,147,1176378
H000851-XLHMJX,4560,353939,4560
H000852-A0VPGY,0,84238,0
H000853-8IGZ8C,3068264,3683028,3068264
H000855-H88OQX,3079327,2324492,3079327
H000856-M56E0V,1358060,1523438,1358060
H000857-DMB3RK,-26896,-383697,-26896
H000858-MET34K,-392549,-300532,-392549
H000859-HX6L41,1157028,9785,1157028
H000860-Q2DRR3,7612457,4156238,7612457
H000861-RT9K79,272783,2122328,272783
H000862-NJO5H5,7326135,7998353,7326135
H000863-S8TZSR,11574869,4756368,11574869
H000864-2NT40A,10868208,8669570,10868208
H000865-3O9I9J,872304,1555717,872304
H000866-FU0XXW,2549605,251718,2549605
H000869-STXHH0,-379700,-167583,-379700
H000872-VNK2PM,3345438,3377263,3345438
H000873-FE4L0W,863364,1091339,863364
H000874-AY931P,-73285,-66156,-73285
H000875-AP92O0,-290058,-233168,-290058
H000876-L1HR3I,-497718,-347053,-497718
H000878-MU2N1K,1172558,2515051,1172558
H000879-Z7BEMI,0,2172375,0
H000880-AQ2DAX,1687663,833476,1687663
H000881-R2GURU,1116159,0,1116159
H000882-HJT5VH,3086150,1728808,3086150
H000883-90C8M8,5211777,953989,5211777
H000884-PQPRBW,1179134,1703764,1179134
H000885-H81T99,-90656,191593,-90656
H000886-U7ZGMJ,-127122,-101674,-127122
H000888-RRKG5A,7983261,6636674,7983261
H000889-9H59OZ,154044,7246,154044
H000890-4T7SCG,691192,452521,691192
H000892-NUOFFV,2691272,2689069,2691272
H000893-VSCO61,4456171,3359239,4456171
H000894-SPVN1F,-9213,-120957,-9213
H000895-232H5V,315374,29319,315374
H000896-H2VI9P,384,159890,384
H000898-SIADJV,-931516,-754701,-931516
H000899-B8E3KW,-357932,-289304,-357932
H000900-V3KC4B,1321395,2755228,1321395
H000901-NHYJKP,-357143,-287580,-357143
H000902-PET9KC,1223851,1180908,1223851
H000903-6X2TGX,-315161,-265767,-315161
H000904-PMEDQ0,1400873,284998,1400873
H000905-Y5V4IX,-102483,-329205,-102483
H000906-L6GC61,115247,-177570,115247
H000907-7IQ6X5,3838,36261,3838
H000908-NCK1AN,-312066,-154340,-312066
H000909-F5UUG4,-559966,-80212,-559966
H000910-FQQ9IE,5811132,4839330,5811132
H000912-7ARPU0,-527437,-100274,-527437
H000913-LKDLZI,5552945,2836249,5552945
H000915-MK19IN,-1202350,-987607,-1202350
H000916-MY39X4,-130619,-45244,-130619
H000917-D3QPJ5,-115374,-216723,-115374
H000918-2KNHLT,5662680,3628873,5662680
H000919-W4L8SV,-44052,757604,-44052
H000920-GJ64HL,4481939,3939147,4481939
H000921-4T7LJX,-118296,-188105,-118296
H000922-IC4XOC,1053150,329510,1053150
H000924-CDHKN5,1695913,1334757,1695913
H000925-VEBCIE,303255,-9757,303255
H000926-1XHE5C,-506899,-312515,-506899
H000927-O4Z8IC,-293532,-145212,-293532
H000928-X0A975,409816,626780,409816
H000929-J2BURF,142050,571524,142050
H000931-W6TVG9,3151499,2780037,3151499
H000932-2FFWZD,4880347,2426068,4880347
H000933-Q79RZX,479852,3589836,479852
H000934-ZNMCDB,1715848,4000,1715848
H000936-ST4H6E,1391735,659278,1391735
H000938-VIJKKG,4038,652301,4038
H000941-FMBYFB,-268249,416366,-268249
H000942-2W4EEL,-455172,-272012,-455172
H000943-IMZ5O8,-315009,-275044,-315009
H000944-JTWVLF,-1226375,-798515,-1226375
H000945-B1LK0E,4131843,1121696,4131843
H000947-97LT9W,1222312,308901,1222312
H000948-5ZNQKO,1632093,778257,1632093
H000949-JF4JJW,2493869,2434820,2493869
H000951-S097BB,2372921,2167839,2372921
H000953-ENWBIO,7132123,727868,7132123
H000954-SGAMCZ,5797891,6052229,5797891
H000955-6K0MRW,511640,48004,511640
H000956-W2SOJP,4258848,3313872,4258848
H000957-Y4M23X,504492,1760341,504492
H000958-0HH917,3815500,2921509,3815500
H000959-577TF7,3188432,4284292,3188432
H000961-QN6C9L,3143886,3717674,3143886
H000962-586OT2,0,334042,0
H000964-W1A1AF,840419,11983,840419
H000969-SFO50W,0,3520196,0
H000970-ACO0BT,0,482903,0
H000972-9VSIL3,-545717,-583643,-545717
H000973-FTW7WB,3936317,287711,3936317
H000974-FHCB49,2148282,1409858,2148282
H000975-WNQCN0,5215735,6308269,5215735
H000976-VLOM52,4921079,3983929,4921079
H000977-8ED7Y7,2125098,-57873,2125098
H000978-UGL46M,2018337,2535416,2018337
H000979-CRS7BD,5295888,866803,5295888
H000981-7Y7C5U,1204292,275417,1204292
H000982-J997JI,6779352,2217904,6779352
H000984-54PT3N,-197315,-9679,-197315
H000985-9M5VY0,513768,767136,513768
H000986-NC4UJF,12234327,6751566,12234327
H000987-90GKP3,-303983,-489539,-303983
H000988-V40X3C,5375153,5689525,5375153
H000989-WVS09B,10013347,7719208,10013347
H000991-DHSCGA,1922943,1037333,1922943
H000992-JVKPBB,-45470,-126919,-45470
H000993-YTKW86,6149773,3490943,6149773
H000994-3H1474,8005,790879,8005
H000995-ZEATC0,2361696,460247,2361696
H000996-TR8564,793618,3531646,793618
H000997-97ZIL1,-85083,-155769,-85083
H000998-GSLQHW,1115519,-140318,1115519
H000999-PD67CP,-325385,-574963,-325385
H001000-8QASNY,2248749,5283,2248749
H001001-Z9LCGI,149388,-110283,149388
H001003-0CXOPG,-77750,-58373,-77750
H001004-OL75SG,6644994,4922981,6644994
H001005-P0AWNQ,-337324,115945,-337324
H001008-E8N3K4,3013642,2227124,3013642
H001010-NCX9V2,-449250,-388935,-449250
H001011-XLMYLO,5136826,1809166,5136826
H001013-YDYDX8,-285391,-285878,-285391
H001014-POBIL4,467805,0,467805
H001017-NCE36F,6913865,1886635,6913865
H001018-9SGRLV,4698974,5774804,4698974
H001019-8BGP0E,236359,1390194,236359
H001020-I6PQNN,4719500,146418,4719500
H001021-94C3G5,3003267,2709809,3003267
H001023-E62QFO,1432951,1312186,1432951
H001024-YWJP7R,-189878,-288025,-189878
H001025-0C7ROJ,4917545,3431853,4917545
H001026-0WB14Z,-13544,2170020,-13544
H001028-QXMSR9,222426,169003,222426
H001031-VQZZ6O,-93245,-2307,-93245
H001032-C14OO4,-194652,-151352,-194652
H001033-4RXZID,6895500,6930602,6895500
H001035-0J0FHU,6329475,3734519,6329475
H001036-P9EBO7,-145704,-66249,-145704
H001037-1Z3IZZ,-584796,-439091,-584796
H001039-ZZJQCH,-54308,-15101,-54308
H001040-A5TD4D,-152846,1472145,-152846
H001042-LUBMHF,9583385,8267378,9583385
H001043-MJLOTN,4258263,3646962,4258263
H001044-AL86ZA,-417232,-425351,-417232
H001045-RJ8R5Z,-13550,1413685,-13550
H001046-2OYI1B,2092931,1866656,2092931
H001047-0T56MS,-56434,1506,-56434
H001048-7Q3OPW,6004569,5187243,6004569
H001049-L0ROX2,-102893,-230613,-102893
H001050-GEIOP0,3556,296621,3556
H001051-LHXWBM,4571154,2564515,4571154
H001052-HU2DBM,7762905,3399541,7762905
H001053-I5JR82,1863724,1364317,1863724
H001054-DG184P,-47598,595331,-47598
H001056-VGTIU0,8092590,2829638,8092590
H001057-3HJ54P,0,769544,0
H001058-CDDW2T,3121764,1453453,3121764
H001061-6F0XCR,11988,18137,11988
H001062-FD5MP8,-352340,-48602,-352340
H001064-BNOXM1,1148015,1326991,1148015
H001065-YSJPAY,-184113,192385,-184113
H001066-HLFBWO,3050530,1999163,3050530
H001068-VA5HNI,5173070,3169465,5173070
H001069-XPER1Z,1988563,1536489,1988563
H001070-FFG2BC,1034914,179786,1034914
H001071-IH3Q4R,1751816,5331927,1751816
H001072-FJ4LID,1288529,-55331,1288529
H001073-GTB6IN,677540,503572,677540
H001074-X9SV9K,1378411,5105,1378411
H001075-K9DMSL,-23728,498629,-23728
H001076-UXY5Y4,-622213,-467608,-622213
H001077-SVOCGV,797162,1161594,797162
H001079-GBQNQ3,10326,461823,10326
H001080-1UU6XF,1397573,1395621,1397573
H001081-G7M45F,1173952,-5678,1173952
H001082-ZM6KJM,2895168,2173910,2895168
H001084-03AAMQ,3716434,1739454,3716434
H001085-KNBUHP,395818,563776,395818
H001086-QGUB0G,2324815,1831843,2324815
H001087-DVCDY3,775193,884994,775193
H001090-TNBRAE,839860,1354883,839860
H001091-JRQ13M,90843,295961,90843
H001092-8WD5LV,12290,1234507,12290
H001093-19YNN9,-832958,-488318,-832958
H001095-PD8WH4,1533769,796167,1533769
H001096-BMD3UR,1682919,1628694,1682919
H001097-SE1YUY,3481087,2906610,3481087
H001098-C1K9MZ,3022273,-315464,3022273
H001099-M15W94,-701338,-624362,-701338
H001100-X1GSFM,9757362,3005484,9757362
H001102-D5VGW4,2676028,4003,2676028
H001105-1QOBSH,6570187,5590513,6570187
H001106-APDDUC,-321881,-176665,-321881
H001108-A25LEY,-118004,994492,-118004
H001109-D3KAW4,-428548,-168241,-428548
H001110-W7UJF4,4427306,3082364,4427306
H001111-08EIEJ,2098427,1413723,2098427
H001112-SA1H6S,4413114,564276,4413114
H001113-JM3H5F,2940068,-370155,2940068
H001114-J74PI9,-15491,-15901,-15491
H001116-QJCIJS,541131,0,541131
H001117-0CEQU3,906926,4307,906926
H001119-7WGLGL,8231646,6662076,8231646
H001120-TI93CW,5898568,4982071,5898568
H001121-KMGS2Q,-169153,-186023,-169153
H001123-IZLZIZ,6205005,4033860,6205005
H001124-M98YZL,787390,5286,787390
H001125-HMRNLN,-29752,-23630,-29752
H001127-ULSRD1,308340,0,308340
H001128-391AG7,9215843,2688695,9215843
H001129-R333KJ,5647927,2744665,5647927
H001130-DMNF8U,-398539,-343233,-398539
H001131-TYXW7U,2135483,1757962,2135483
H001132-L8DHDA,-592122,-352387,-592122
H001133-L0XUVD,-43910,-33638,-43910
H001134-LSX93G,-318586,1166,-318586
H001135-GX8IOR,-20075,-5621,-20075
H001136-VJMXNB,3428471,4800786,3428471
H001138-2UV7EF,1686124,1403709,1686124
H001139-O0GD9P,956597,0,956597
H001140-AUXTHE,-147425,-291970,-147425
H001141-GYO176,-19280,-56504,-19280
H001142-TC8CVW,2547765,1881600,2547765
H001143-W05TQX,2700195,2781494,2700195
H001144-VGI7SD,1176995,306798,1176995
H001147-WVD47Z,452661,845626,452661
H001148-RM5TC8,3689513,2052060,3689513
H001149-DW221T,1857101,1481277,1857101
H001150-I1W4O0,4007,292023,4007
H001152-7470V3,3222656,2705184,3222656
H001153-WD653F,278236,263372,278236
H001156-JFI1ET,3879808,3652301,3879808
H001157-MGUMDB,1712739,2990776,1712739
H001158-2GKE8X,5214351,999356,5214351
H001160-ZS9Z9K,5281243,5836615,5281243
H001161-EPZHDC,3201670,3583966,3201670
H001162-T3DPB1,2767976,-57089,2767976
H001164-GP0LTL,11035049,7023644,11035049
H001165-KDOKKN,521430,-116208,521430
H001166-V41UOA,176270,7989,176270
H001167-SJQ25K,0,742542,0
H001168-D6H1E7,2938874,2118382,2938874
H001170-RDXOY2,2091881,2488885,2091881
H001172-6SNU2E,5217074,4763388,5217074
H001173-8N24ZH,6318024,5577823,6318024
H001174-IKXSWY,760445,726952,760445
H001175-P0ABBR,11184,612954,11184
H001176-POZH32,0,544730,0
H001178-E0ZJBS,3920884,2882822,3920884
H001179-ECNW6R,3155574,1812978,3155574
H001180-4KCCQ8,4593458,106132,4593458
H001181-BVBOWH,380708,513430,380708
H001182-6CQ2MF,-13402,-417735,-13402
H001183-TU1AVE,12104500,5808503,12104500
H001184-SYWA35,1065164,9215,1065164
H001185-W7CSCW,649286,570824,649286
H001187-DMB7F4,847363,2029069,847363
H001188-R7IO02,2398632,1672098,2398632
H001189-O8B5L0,413762,33398,413762
H001190-EF1MSQ,-202701,-342853,-202701
H001191-8H0ZTC,3581791,1087272,3581791
H001192-31NJ3H,-84840,-70647,-84840
H001193-YKD7EF,3477558,-29868,3477558
H001194-PYJWCG,-174281,-226394,-174281
H001196-57XETH,2502023,1308510,2502023
H001197-UM8LR5,7165508,4583115,7165508
H001198-W1KVVY,2357553,577630,2357553
H001199-WIXKLY,3395361,2674644,3395361
H001200-CWTDQ0,5886410,5064031,5886410
H001203-E3241A,4445279,3492107,4445279
H001204-6NB7NP,1140703,585230,1140703
H001206-8C3D37,6701812,10076093,6701812
H001207-LOR4HE,3451246,5039922,3451246
H001208-YFC5W2,8564068,7025393,8564068
H001210-XS1OUA,3655661,4523238,3655661
H001211-3Z562C,17382,1048902,17382
H001212-AXB6TU,1524212,58171,1524212
H001213-EMCUWC,5838250,3326974,5838250
H001214-E9RZK5,1139362,2576639,1139362
H001215-KPBUJS,1226567,965699,1226567
H001216-N7GP3J,6440853,5817112,6440853
H001217-N1I2Y9,-138797,-12989,-138797
H001218-RHT18S,17434,3657314,17434
H001220-CTZFJH,430984,-68382,430984
H001221-DY8CRY,-424143,-403652,-424143
H001222-H22M0A,-58641,-463,-58641
H001223-OAZB67,853727,4631931,853727
H001226-2J25XX,15054979,11396781,15054979
H001227-8Y6B08,-13406,4290,-13406
H001228-Z0L5UH,-598742,-278035,-598742
H001229-12KONC,3982,977417,3982
H001230-L3HKKN,4792022,1534548,4792022
H001231-53GHX3,1127234,-24912,1127234
H001232-KLSRVH,6253475,3123640,6253475
H001234-E95KY7,490343,416487,490343
H001236-LN69KX,177984,161145,177984
H001237-337IS3,-207641,-199406,-207641
H001238-CMAEXP,-100148,-148884,-100148
H001239-6LBL9B,7774544,5323181,7774544
H001240-MQ7IFF,2081184,1457840,2081184
H001241-YXWKFJ,0,641964,0
H001242-WLMXSY,-251570,-37583,-251570
H001243-ACV8J1,2414663,3091768,2414663
H001245-P4B3FJ,4453469,4485428,4453469
H001246-ZCSMPN,6448789,0,6448789
H001247-PVDG5T,-118122,-101952,-118122
H001248-AHFGXT,6176923,6066163,6176923
H001249-OWZGJR,114820,9389,114820
H001250-9B8YFR,3917240,3551120,3917240
H001251-P89O97,4962921,3544966,4962921
H001252-VJO1W8,724584,0,724584
H001253-GDOJC8,1209584,195527,1209584
H001254-XS607Z,6804287,7587573,6804287
H001255-6E1T87,1344282,1230963,1344282
H001256-UKCDCC,-38426,-38666,-38426
H001257-52UG9P,969516,225266,969516
H001258-0PT5WS,3181425,3232354,3181425
H001260-DMKFBU,268371,37638,268371
H001261-2TQT2Z,4574262,2940804,4574262
H001263-QU29HD,-56060,-108094,-56060
H001264-JMW6OP,4673328,8003,4673328
H001265-EG7VZN,-19953,308794,-19953
H001266-BW8ZHP,2250073,14360,2250073
H001267-0BRZJE,2893436,623732,2893436
H001269-XG6FSJ,-414518,-361925,-414518
H001270-6X9S4T,4771896,2865698,4771896
H001271-UIBPZ9,6419360,2459483,6419360
H001272-LXOZ3L,14120270,10452534,14120270
H001274-ATJ6DV,2745651,2141490,2745651
H001275-3ELRMB,7613924,6384739,7613924
H001277-OLQDS8,336700,9138,336700
H001278-HXDM64,7509595,6041969,7509595
H001282-H97Z0A,0,211540,0
H001285-W2VR5C,-116829,-61286,-116829
H001286-2JHO7S,5843626,4417206,5843626
H001287-05V2BG,2957863,2945180,2957863
H001288-MNHC9X,6330356,5164873,6330356
H001289-I5WCW0,14430953,9883442,14430953
H001290-FRJI6L,8238534,5828572,8238534
H001291-BW6RUX,-369260,-94741,-369260
H001293-GEREJA,-5687,-26928,-5687
H001294-733WAQ,-69052,69258,-69052
H001295-AOP35T,3644427,1404055,3644427
H001296-JVN155,624393,1799043,624393
H001297-MPXBJB,3938036,2883622,3938036
H001298-6YQM3G,264356,5188,264356
H001299-B57J0F,-696612,-552537,-696612
H001300-WTYMSP,5555167,4485042,5555167
H001301-KU8I5S,8689614,3258629,8689614
H001302-J2VG9T,-85008,-19121,-85008
H001303-3SRHJ9,1158978,85185,1158978
H001304-N5ED8X,3612960,1912429,3612960
H001305-P6808I,11998,1093344,11998
H001306-2A9C0Z,-128057,-139532,-128057
H001307-7KVQ6P,0,797405,0
H001308-LOU9I7,4306224,2869149,4306224
H001309-DEF1E1,2338893,1111950,2338893
H001310-A7VLL6,8771845,8831991,8771845
H001312-2DU23I,2033677,222857,2033677
H001313-LKTIBY,-665090,-486667,-665090
H001314-BV7AWZ,-311070,-328049,-311070
H001315-U82C5X,0,128851,0
H001316-UWX0D3,5479755,797931,5479755
H001317-JH8NXX,21083,162731,21083
H001318-JE9XT6,12400,8020,12400
H001320-B22DAD,2657923,8000,2657923
H001321-JS9955,-571111,-314375,-571111
H001322-83U8EZ,5416285,5590680,5416285
H001323-6NUCN7,1496830,2289849,1496830
H001324-BKN7Q5,10024732,8608729,10024732
H001326-2GJNIO,5569330,3154115,5569330
H001327-JWBJ2C,-336606,-333558,-336606
H001328-ISZMXD,3997016,2889983,3997016
H001329-1AFE81,162817,129168,162817
H001330-BCY9AT,2128902,831826,2128902
H001331-YWQF82,3455866,1984215,3455866
H001332-PTEX4F,-143217,-149084,-143217
H001334-BPAR19,4856704,4984137,4856704
H001335-HPHFUW,307972,0,307972
H001336-OL5BKQ,959705,0,959705
H001337-PEVIC7,3952583,1688363,3952583
H001338-1G8VRG,5793514,400136,5793514
H001341-402TU8,2149401,944658,2149401
H001342-TEPZS9,-362101,-170301,-362101
H001343-JOSD2F,1562454,-85699,1562454
H001344-M2JEX6,107335,-74768,107335
H001345-7DVOCQ,0,228017,0
H001346-7MMR9J,2222792,632753,2222792
H001347-AVY704,9970971,8148630,9970971
H001348-UK6AID,557673,-58628,557673
H001350-O1N4N6,0,511638,0
H001351-SD9NFQ,-57843,1013068,-57843
H001352-SBVFOO,-5350,856284,-5350
H001354-BXK9LX,213643,2161383,213643
H001355-TAX7JF,276669,442193,276669
H001356-JDN38L,-861714,-536579,-861714
H001357-0MZ1OX,5018207,2430001,5018207
H001358-D8XGHE,-156506,-24463,-156506
H001359-TARWIE,11873830,7630519,11873830
H001360-5KLAFO,2067926,-93224,2067926
H001363-WA0BI0,3078108,1707568,3078108
H001364-XEVQTS,-99679,-390900,-99679
H001365-7SA9IS,2263833,2129368,2263833
H001367-Y5OLT5,-787427,-375134,-787427
H001369-VWMYK0,-210284,-65475,-210284
H001370-6EFGSV,3497772,3667313,3497772
H001371-N54QGF,-173844,-89432,-173844
H001372-6YP5UE,-993987,-537289,-993987
H001373-OL0RB2,-75591,140076,-75591
H001374-7WTS33,1445990,879794,1445990
H001375-FYY8BZ,6553171,3825523,6553171
H001376-1J7N8L,1617619,746700,1617619
H001377-UFTDRV,3651376,4074374,3651376
H001378-IJ3HC8,4923831,2243694,4923831
H001379-608DBF,8019695,5626145,8019695
H001380-YW5RX7,529819,2368629,529819
H001381-G3U1AF,6111922,5602260,6111922
H001384-TSQ6AF,35001,853054,35001
H001385-3D73QG,-168521,-173590,-168521
H001386-E9J4O5,2342668,2690523,2342668
H001388-SMSP37,5037739,2094779,5037739
H001390-CRTDUI,1614138,464106,1614138
H001391-J5EUFE,5432388,2919650,5432388
H001392-VB7UK0,7987,1070581,7987
H001394-ZN0WCB,2712902,924435,2712902
H001395-71TEDH,-34688,50223,-34688
H001396-SZD1PL,793,322778,793
H001397-SASX06,-126106,-207436,-126106
H001399-BUEC4M,263326,88352,263326
H001401-2G43WH,-82599,-203244,-82599
H001402-XUMXS4,-356946,437335,-356946
H001403-7XJ7AV,589909,795683,589909
H001404-RTC9RU,3593595,236841,3593595
H001405-4UD0LM,-179718,5904,-179718
H001407-CXEXR0,1109868,894739,1109868
H001408-28IPUG,-98085,-59402,-98085
H001410-CMB5UM,1481126,4006,1481126
H001411-ATAW73,5234253,5622875,5234253
H001413-XAWQ8C,1980746,3409300,1980746
H001414-CGA0JZ,-322829,3586065,-322829
H001417-ARQ1HQ,964011,0,964011
H001418-KSS4M8,-196261,473038,-196261
H001419-DYDXNK,8955619,4345792,8955619
H001422-3KN4FG,-31414,-36683,-31414
H001424-B3JGKR,6506276,3921985,6506276
H001425-23UWRT,3865181,628238,3865181
H001426-7VB33H,-25927,216885,-25927
H001427-CVXSU9,-382549,-291872,-382549
H001428-BOZ5A7,1981391,1884148,1981391
H001429-BH5P10,-290720,-195393,-290720
H001430-3CNQHZ,-317025,-108763,-317025
H001431-QZCQZ1,6315280,5317680,6315280
H001432-SP6NRO,289273,927677,289273
H001433-Q2Q6G2,8018,105854,8018
H001434-9CG9AT,4076764,3484358,4076764
H001435-FQ4VR3,1652069,1395624,1652069
H001436-ES9RXU,-234757,-41120,-234757
H001437-MH2542,1946583,1373009,1946583
H001438-8LLY7W,32595,624,32595
H001439-O46RBO,-852037,-375571,-852037
H001440-6IOQVX,3417868,1681789,3417868
H001441-UN5JGN,9382026,6524397,9382026
H001442-1LCXA0,5299432,0,5299432
H001445-VJ16OQ,0,1287694,0
H001447-5JWDK4,3547874,4436330,3547874
H001448-SADNYL,2902323,1679250,2902323
H001449-XYCFOQ,-173949,-167115,-173949
H001450-PCHSP0,6396460,4468044,6396460
H001451-MKZKHB,-93419,-367343,-93419
H001452-AN1DPZ,6529688,2424579,6529688
H001453-OSOCGG,7585439,2723699,7585439
H001456-T6GZMG,3421374,3167553,3421374
H001457-OZ3HD6,-59875,1644441,-59875
H001458-PUG1KY,-827607,-507350,-827607
H001459-EN6X20,9655214,4008825,9655214
H001460-P1AH37,-656841,-77099,-656841
H001461-CRILEI,246694,0,246694
H001462-8XE03X,-66040,-106230,-66040
H001464-4CZLT9,0,25124,0
H001465-1GEZ7Y,1315712,3773007,1315712
H001469-SQE3HG,7320722,7470738,7320722
H001470-ZU30II,2234476,5201754,2234476
H001472-FBW6IA,2217587,933841,2217587
H001473-YAEKWL,654589,87,654589
H001474-745Y8D,-466271,-390069,-466271
H001476-NLZMXG,6789919,6314250,6789919
H001477-VHTA5D,468311,1966207,468311
H001478-WWOOIE,4041679,1618891,4041679
H001480-TAMRKC,3000238,2616145,3000238
H001481-DFGB8W,2928090,1118154,2928090
H001482-620OSC,-274221,-278628,-274221
H001483-IPZ6GJ,306407,2440180,306407
H001484-Y2DB4X,10987619,6487182,10987619
H001486-EOG89F,-130634,-144989,-130634
H001487-53TWKU,4639807,0,4639807
H001488-F9BMXE,-61549,352796,-61549
H001490-SU4DL0,5465,6344,5465
H001491-OQKY03,6354941,4419489,6354941
H001492-OHVW3W,-174053,-209410,-174053
H001493-6MN2BD,7065397,1547904,7065397
H001494-ZXNZS6,439435,0,439435
H001495-I4QBIM,-250147,-131913,-250147
H001496-94JS3P,-361737,-201799,-361737
H001497-K3T6GN,-465379,-258593,-465379
H001498-GVWKGR,3946550,3387098,3946550
H001500-9XXYP1,-110409,-5415,-110409
H001501-5U0XIP,-120636,-189987,-120636
H001503-189ON0,-26081,-104953,-26081
H001504-AS9JDU,-217278,-129724,-217278
H001505-F2NSFF,-198274,-203304,-198274
H001506-Y34W50,3952172,5275767,3952172
H001507-4QOVJQ,1220606,0,1220606
H001508-YS27KA,3053280,-43971,3053280
H001510-0HJ6FW,4546,387783,4546
H001511-FCOTFH,-54945,126204,-54945
H001512-M689X4,915045,2395280,915045
H001514-1GPXO9,5287438,1791734,5287438
H001515-WEVOVY,1662531,2321062,1662531
H001516-W5EA82,6512484,5748459,6512484
H001517-Q53SGU,-185983,-118076,-185983
H001518-J4RQ9D,5514725,0,5514725
H001520-YDIDF3,-28425,-14653,-28425
H001521-ERL2JY,10312923,4404419,10312923
H001522-KB7RDQ,911071,1104969,911071
H001523-QQJ4NN,3819549,3267730,3819549
H001524-Z8DN3E,1583825,-57661,1583825
H001525-T3CKTF,4742106,3557592,4742106
H001526-W0XQ55,130225,677043,130225
H001527-5MPREK,5871448,4895109,5871448
H001529-NI0ZJK,5041045,3944791,5041045
H001530-XWNCYH,8221931,4068532,8221931
H001531-3XU05H,2175312,549342,2175312
H001532-MAZZB3,200199,16112,200199
H001533-TOKOKJ,5643297,7139410,5643297
H001534-MYRUXP,-27296,-52703,-27296
H001535-9SX8N4,2196333,2679536,2196333
